id,Column,gender,postcode,longitude,latitude,leeftijd,age,gezondh,verwink,inkbron,opleiding,education,huishouden,family,geslacht,suggestion,remarks,created_at,theme_completed,finished_at,VR1_1,VR1_2,VR1_3,VR1_4,VR1_5,VR1_6,VR1_7,VR1_O,VR3_1,VR3_2,VR3_3,VR3_4,VR3_5,VR3_6,VR3_7,VR3_O,VR4,VR4_O,VR5_1,VR5_2,VR5_3,VR5_4,VR5_5,VR5_6,VR5_7,VR5_O,VR6_1,VR6_2,VR6_3,VR6_4,VR6_5,VR6_6,VR6_7,VR6_O,VR7,VR7_O,VR8,VR8_O,VR9,VR9_O,VR10,VR10_O,VR13_1,VR13_2,VR13_3,VR13_4,VR13_5,VR13_6,VR13_7,VR13_O,VR11,VR11_O,VR12,VR12_O,VR48_1,VR48_2,VR48_3,VR48_4,VR48_5,VR48_6,VR48_7,VR48_O,VR14_1,VR14_2,VR14_3,VR14_4,VR14_5,VR14_6,VR14_7,VR14_O,VR15_1,VR15_2,VR15_3,VR15_4,VR15_5,VR15_6,VR15_7,VR15_O,VR16,VR16_O,VR17,VR17_O,VR18_1,VR18_2,VR18_3,VR18_4,VR18_5,VR18_6,VR18_7,VR18_O,VR19,VR19_O,VR20,VR20_O,VR21_1,VR21_2,VR21_3,VR21_4,VR21_5,VR21_6,VR21_7,VR21_O,VR22_1,VR22_2,VR22_3,VR22_4,VR22_5,VR22_6,VR22_7,VR22_O,VR23,VR23_O,VR24,VR24_O,VR25_1,VR25_2,VR25_3,VR25_4,VR25_5,VR25_6,VR25_8,VR25_O,VR26,VR26_O,VR27,VR27_O,VR28,VR28_O,VR29,VR29_O,VR30,VR30_O,VR32,VR32_O,VR31_1,VR31_2,VR31_3,VR31_4,VR31_5,VR31_6,VR31_7,VR31_O,VR33,VR33_O,VR34_1,VR34_2,VR34_3,VR34_4,VR34_5,VR34_6,VR34_7,VR34_O,VR35,VR35_O,VR36,VR36_O,VR37,VR37_O,VR38,VR38_O,VR39,VR39_O,VR40,VR40_O,VR41_1,VR41_2,VR41_3,VR41_4,VR41_5,VR41_6,VR41_7,VR41_O,VR42,VR42_O,VR43_1,VR43_2,VR43_3,VR43_4,VR43_5,VR43_6,VR43_7,VR43_O,VR44_1,VR44_2,VR44_3,VR44_4,VR44_5,VR44_6,VR44_7,VR44_O,VR45_1,VR45_2,VR45_3,VR45_4,VR45_5,VR45_6,VR45_7,VR45_O,VR46_1,VR46_3,VR46_4,VR46_5,VR46_6,VR46_7,VR46_8,VR46_O,VR47,VR47_O,VR2,VR2_O,VR49,VR49_O,VR50,VR50_O,VR51_1,VR51_2,VR51_3,VR51_4,VR51_5,VR51_6,VR51_7,VR51_O,VR52_1,VR52_2,VR52_3,VR52_4,VR52_5,VR52_O,VR53_1,VR53_2,VR53_3,VR53_4,VR53_5,VR53_6,VR53_7,VR53_O,VR54_1,VR54_2,VR54_3,VR54_4,VR54_5,VR54_6,VR54_7,VR54_O,VR55_1,VR55_2,VR55_3,VR55_4,VR55_5,VR55_6,VR55_7,VR55_O,VR56_1,VR56_2,VR56_3,VR56_4,VR56_5,VR56_6,VR56_7,VR56_O,VR57,VR57_O,VR58,VR58_O,VR59,VR59_O,VR60,VR60_O,VR61_1,VR61_2,VR61_3,VR61_4,VR61_5,VR61_6,VR61_7,VR61_O,VR62_1,VR62_2,VR62_3,VR62_4,VR62_5,VR62_6,VR62_7,VR62_O,VR63,VR63_O,VR64,VR64_O,VR65_1,VR65_2,VR65_3,VR65_4,VR65_5,VR65_6,VR65_7,VR65_O,VR66,VR66_O,VR68,VR68_O,VR69_1,VR69_2,VR69_3,VR69_4,VR69_5,VR69_6,VR69_7,VR69_O,VR67_1,VR67_2,VR67_3,VR67_4,VR67_5,VR67_6,VR67_7,VR67_O,VR70,VR70_O
367,1476,1,3023EP,4.450437995,51.91025316,59,1958, , , , , , ,,1, , ,13/01/2017 11:08,0, ,,,,,,,, ,In grote supermarkten en winkelketens,,,,,,, , , ,,,,,,,, ,,,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
375,1594,1,3024AN,4.453314542,51.90776183,22,1995, , , , , , ,,1, , ,13/01/2017 15:08,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,4, ,,,,,,Kinderen gaan gewoon nog naar school,, ,4, ,Sociale competenties en vaardigheden,,,Creativiteit en kritisch denken,,,, , , ,4, ,4, ,2, ,1, , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
376,1498,1,3023HC,4.451225653,51.91345986,28,1989, , ,6, , , ,,1, , ,14/01/2017 13:52,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,Op een vaste werkplek bij mijn werkgever,Bij verschillende werkgevers op locatie,,,,, ,4, ,7,Ik wil tot mijn 80e in deeltijd blijven werken,,,,,,,, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,,,Ik start een eigen bedrijf,,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,,, ,1, ,5, ,,,Mijn eigen werkplek,Mijn werktijden,Kinderopvang,,, ,6, ,1,"Ik wil goed meerdere 'carriere switches' kunnen maken, onder andere doordat het normaal zou zijn om 'deeltijd' te werken zodat er in de vrije tijd omgeschoold kan worden. De wetgeving en cao's moeten dan hier in overeenstemming zijn.",,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,1, 
377,1499,1,3023HC,4.451225653,51.91345986,28,1989, , , ,5,5,4,4,1,Sociale cohesie,"Ik heb een technische fout gevonden: aan het begin van het gesprek kan je meerdere gespreksonderwerpen aanklikken, maar van de onderwerpen die je hebt aangeklikt bespreek je er maar een en de rest wordt toch aangevinkt als 'besproken'. Dus of je zegt 'kies 1 onderwerp' of je zorgt ervoor dat je na het eerste gesprek alsnog de andere gekozen onderwerpen kan bespreken.",15/01/2017 17:24,1,15/01/2017 18:01,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,Vrijwilligerswerk,,Mijn hobbies,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,,,,Creativiteit en kritisch denken,Hun passie en zelfontplooiing,,, ,2, ,5, ,4, ,2, ,1, , , ,,,Nederlander,,Wereldburger,,, ,3, ,,,Openbare ruimtes zoals parken,,,Thuis,, ,,,,Vrijwilligers: buurtvaders en -moeders,,,, ,,Opvoeding: van de eigen (klein-)kinderen,,,Zichzelf: lekker genieten,,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig",,,"Voor mensen in nood, wij zijn er om elkaar te helpen",, ,5,Organiseren/projecten, , ,4, ,1,De ruimte moet blijven voor mensen om dichter naar elkaar toe te groeien. Een klimaat waarin iedereen zich veilig en thuis voelt moet bewaakt worden.,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
388,1344,1,3022ER,4.451442749,51.9217712,42,1975, , , , , , ,,1, , ,16/01/2017 07:34,1,16/01/2017 07:49,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,3, ,,Ouders huren iemand in,,,,Kinderen gaan gewoon nog naar school,, ,3, ,Sociale competenties en vaardigheden,,Goed burgerschap,,,,, ,3, ,4, ,4, ,1, ,1, ,1,om de kloof tussen burger en politiek te dichten moeten we de band tussen leerling en maatschappij versterken door een middel aan te bieden om hun mening te geven en dus deel te nemen aan het politiek-sociale debat.,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
412,1394,2,3022XA,4.449219381,51.91968395,,1978,,,,, ,,,, , ,16/01/2017 12:34,1,16/01/2017 13:09,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,6, ,,,,Met robots en zorg op afstand thuis,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,5, ,2, ,3, ,1,Empty,,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,2, ,4, ,,,,,,,, ,,,Ik zoek een nieuwe vaste baan,,,,, ,Ik volg aanvullende opleidingen,,,,"Learning by doing, ik leer het meest in de praktijk",,, ,4, ,1, ,Mijn pensioen,,,,,,, ,1, ,1, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,2, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,"Liever niets, ik gebruik mijn eigen spullen",,,,,,, ,,,,,,,"Maak niet uit, energie is dan schoon en gratis", ,2, ,2, ,,,,,Alleen nog duurzaam geproduceerde producten kopen,,, ,7,ik doe alles op de fiets in de stad,1, ,,,Een (electrische) fiets of scooter,,Zelfsturende taxis,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,Subsidie voor duurzame energie thuis,,,Veel extra groen en veel bomen,, ,1,geen uitstotend verkeer meer langs woningen
413,1400,1,3022XC,4.44805179,51.91992766,50,1967, ,6,1,5,5,4,4,1,De boel bij elkaar houden. Zorgen dat extreme groepen geen grip krijgen. Het milde midden helpen om veerkrachtig weerbaar om te gaan met tegenslag., ,16/01/2017 12:37,1,16/01/2017 15:31,,,,,,,, ,,,,,,,, ,8,Kleiner evt icm mindere stadswijk. Maar saai naar buiten of wijk aan de stadsrand zou ik niet willen. Dan maar kleiner,,,,Met robots en zorg op afstand thuis,,,"Anders, namelijkâ€_Ã„Â¶",Zelf iets inkopen wat niet zo professioneel is. Een soort van wat je nu pools Russische au pair zou noemen.,,Duurzaam gebouwde woningen,,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,6, ,4, ,1, ,1,Empty,,,,,,"Overal b.v. in een cafâˆ_Â©, bibliotheek",, ,1, ,3, ,,,,,,,, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,,Ik werk zelfstandig voor verschillende opdrachtgevers,,,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,"Learning by doing, ik leer het meest in de praktijk",,, ,1, ,3, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶","Een simpele goedkope coach, digitale  ondersteuner die alle rompslomp als pensioen, verzekeringen, administratie voor mij doet.",1, ,1,Niet teveel vanuit angst redeneren. Maar reeel kijken wat op ons afkomt. Mij lijkt dat robotisering van belang is. Als de scheve verdeling in stand kan blijven hebben wij hier dan nog wel wat te verdelen. Of je gaat gelukszoekers niet langer tegenhouden.,,,,Meer veiligheid op straat en minder verkeer,,,"Anders, namelijkâ€_Ã„Â¶",Vooral dat wat er al is veel creatiever benutten. Dus naast trappen veel vaker een glijbaan. Bestaand water voor spel benutten. In het groen veel neer klimmen ontdekken (ver)bouwen.,,,,,,"Anders, namelijk",,Een verder combinatie van buiten verrijkt virtual reality. Pokemon go maar dan vele versies verder., , ,6, ,,,Meer tijd voor zingeving en religie,,,,"Anders, namelijkâ€_Ã„Â¶.",Meer tijd voor je eigen identiteits vorning. Het maken van je eigen ontwikkelweg.,4, ,4, ,2, ,1, , , ,5,Het maakt met echt niet uit.,,,Er zijn online lesprogramma's,,,,"Anders, namelijkâ€_Ã„Â¶.","In de online programma's krijgen toekomstige leraren een plek, ouders die wat mee willen geven, leren leerlingen ook veel van elkaar.",5, ,,,Goed burgerschap,,Hun passie en zelfontplooiing,,, ,7,Kinderen kennen niet alleen hun eigen talent. Ik verwacht dat het ook nog belangijker wordt om zelf vorm en inhoud aan je eigen leven te geven.,6,Dat leren in de praktijk geven ze dan wel zelf vorm. Op hun eigen manier. Maar via ervaringen gaan leren zal wel belangrijker zijn dan nu., , , , ,1, , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,6,"Een nieuwe vorm van samenwerking. Met een stem voor bewoners, bedrijven en bezoekers. Gemeente organiseert dat. En gemeente waakt over de belangen die van nature in het krachtenspel verloren gaan.", , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
418,1447,2,3023BG,4.455909885,51.91089618,56,1961, , , , , , ,,2, , ,16/01/2017 13:31,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
420,1949,1,3029NJ,4.444444747,51.90354885,25,1992,2, , , , , ,,1, , ,16/01/2017 13:48,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,Nauwelijks. Dat is immers niet meer nodig,,Alleen in bijzondere of ernstige gevallen,,,,, ,,,,,"Ja, absoluut", ,Ik zorg voor eigen familie of vrienden,,,,,,, ,,,,Controle: door verplichte periodieke gezondheidschecks,Ontmoediging: ongezond gedrag belasten,,, ,Mijn familie,"Mijn huisarts, ziekenhuis",,Mijn werkgever / opleider,,,, ,,Veel openbare sportplekken in de stad,,Bedrijven laten medewerkers sporten onder werktijd,,,, ,1, ,1, ,2, ,1,Iedere persoon moet regelmatig gecontroleerd worden op zijn of haar gezondheid. Een soort APK controle maar dan voor mensen. op tijd ingrijpen bespaart ook geld. Voorkomen is beter dan genezen!,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
434,1917,1,3028EN,4.421805883,51.91592091,54,1963, , , , , , ,,1, , ,16/01/2017 15:08,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,Woningen bereikbaar voor mensen met een kleine beurs,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
447,1608,1,3024EA,4.460542833,51.90290919,44,1973, ,6,1, , , ,,1, , ,16/01/2017 16:56,1,16/01/2017 17:22,,Meer ontmoeten: wijk- of buurtgebouw,,,"Meer buitenruimte: parken, speelpleinen",,, ,,,Ik bestel alles via internet en laat het bezorgen,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,,, ,4, ,,,,Met robots en zorg op afstand thuis,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,6, ,3, ,2, ,1,"Ik denk dat communities ontstaan van mensen die dezelfde levensstijl / gedeelde waarden hebben. Mensen wonen / werken / recreÃ«ren vanuit een hub, gefaciliteerd door ICT en de andere mensen in de community.",Vanuit huis,,,,Ik regel een eigen vaste werkplek,,, ,4, ,4, ,,,,Zorg voor een famillielid of vriend,,,Reizen en de wereld verkennen, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,,,,Ik maak zo veel mogelijk zelf en ruil spullen met anderen,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,Ik laat me coachen om mijn persoonlijke talenten te ontwikkelen,, ,2, ,6, ,Mijn pensioen,Verzekering voor als ik ziek word en niet meer kan werken,Mijn eigen werkplek,Mijn werktijden,,Vangnet voor als ik werkloos word,, ,1, , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,"Anders, namelijkâ€_Ã„Â¶","Verbonden met de mensen waar je bij woont, werkt en recreert (hub).",5, ,,,,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,,Particuliere bewakers,, ,,,Onderwijs: vakkennis overdragen aan leerlingen,,,Elkaar: zorg voor andere ouderen,, ,"Voor toeristen, die brengen geld in het laatje",,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,3, ,1, ,5, , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
449,1859,2,3027ET,4.43297912,51.91837786,32,1985, ,5, , , , ,,2, , ,16/01/2017 17:06,1, ,,,,,"Meer buitenruimte: parken, speelpleinen",,, ,,,,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,4, ,Betaalde professionele verzorging thuis,"Verzorging door vrijwilligers, familie of vrienden",,,,,, ,,Duurzaam gebouwde woningen,,,,,, ,5, ,5, ,3, , ,Empty,,,,,,,, , , , , ,Vrijwilligerswerk,,,,,,Reizen en de wereld verkennen, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,Wereldburger,,, ,4, ,Cafâˆ_Â©'s en restaurants,,Openbare ruimtes zoals parken,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,Onderwijs: vakkennis overdragen aan leerlingen,,,Elkaar: zorg voor andere ouderen,, ,,"Voor bedrijven, die zorgen voor werkgelegenheid",,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,4, ,2, ,4, ,1,Taalvaardigheid doorgeven. Communicatie is key om begrip te krijgen voor de ander.,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,"Vervoersmiddelen zoals auto's, scooters en fietsen",,, ,,,,,,,"Maak niet uit, energie is dan schoon en gratis", ,4, ,3, ,,,Mijn spullen delen met anderen,,,,, ,1, ,2, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,,Overheid investeert in duurzame energie,,Veel extra groen en veel bomen,, ,1,"Lokaler leven, initiatieven zoals ""uit eigen stad"". Maar ook minder auto's en schonere scheepvaart."
453,1414,2,3022ZH,4.450553231,51.91963265,38,1979, ,6,2, , , ,,2, , ,16/01/2017 17:56,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,,Ik bestel direct bij de producent,, ,1, ,Betaalde professionele verzorging thuis,"Verzorging door vrijwilligers, familie of vrienden",,,,,, ,,Duurzaam gebouwde woningen,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,, ,6, ,2, ,3, ,1,Empty,Vanuit huis,,Bij verschillende werkgevers op locatie,,,,, ,5, ,4, ,,,,,,,, ,,,Ik zoek een nieuwe vaste baan,Ik werk zelfstandig voor verschillende opdrachtgevers,,,, ,,,,,"Learning by doing, ik leer het meest in de praktijk",,, ,3, ,3, ,Mijn pensioen,,,,,Vangnet voor als ik werkloos word,, ,2, ,1, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,2, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
456,1338,1,3022EH,4.447102785,51.92139399,37,1980, , , , , , ,,1, , ,16/01/2017 18:32,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
463,1703,2,3024SP,4.451121275,51.90651842,33,1984, , , , , , ,,2, , ,16/01/2017 19:53,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
469,1664,1,3024ES,4.459082638,51.90254656,88,1929, , , , , , ,,1, , ,16/01/2017 21:41,0, ,,,,,,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", , , ,,,Verhuizen naar een land waar zorg goedkoper is,,,,, ,Woningen bereikbaar voor mensen met een kleine beurs,,,,,,, , , , , ,5, ,1,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,2, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
525,1318,1,3022BB,4.452451555,51.9183627,51,1966, , , , , , ,,1, , ,17/01/2017 14:53,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,3, ,,,,,,Kinderen gaan gewoon nog naar school,, ,2, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,,Hun passie en zelfontplooiing,,, ,3, ,4, ,4, ,1, ,2, ,1, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
